备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
鲁备2024020570,枸橼酸西地那非片,国药准字H20203387。国药准字H20203388。国药准字H20203389,齐鲁制药有限公司,山东省济南市高新区新泺大街317号,齐鲁制药有限公司,山东省济南市高新区新泺大街317号；山东省济南市高新区旅游路8888号,本品质量标准由“YBH02732020及WS1-（X-010）-2010Z-2021“变更为“《中国药典》2020年版第一增补本及YBH02732020”，【水分】项执行《中国药典》2020年版第一增补本，其余检测项目执行YBH02732020。说明书进行相应修订。,山东省药品监督管理局,2024-06-07,已备案,详情
川备2024021953,葡萄糖注射液,国药准字H51020636,四川科伦药业股份有限公司,四川省成都市新都卫星城工业开发区南二路,"四川科伦药业股份有限公司,辽宁民康制药有限公司","四川省成都市新都卫星城工业开发区南二路, 四川省眉山市仁寿县平安大道（仁寿工业园区）, 四川省广安市岳池县工业园区, 四川省成都市新都卫星城工业开发区南二路塑料容器输液车间W线, 山东省滨州市滨城区小营镇拥政路12号塑料容器输液车间D线(聚丙烯输液瓶), 广东梅州高新技术产业园区大容量注射剂车间H线（聚丙烯输液瓶）, 四川省成都市新都卫星城工业开发区南二路塑料容器输液车间A线, 山东省滨州市滨城区小营镇拥政路12号塑料容器输液车间D线(直立式聚丙烯输液袋), 四川省成都市新都卫星城工业开发区南二路软袋输液车间U线和Z线, 大连炮台经济开发区光彩街1号A车间A线（聚丙烯输液瓶）","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由四川科伦药业股份有限公司变更为四川科伦药业股份有限公司,辽宁民康制药有限公司;生产企业地址由四川省成都市新都卫星城工业开发区南二路,四川省眉山市仁寿县平安大道（仁寿工业园区）,四川省广安市岳池县工业园区,四川省成都市新都卫星城工业开发区南二路塑料容器输液车间W线的基础上增加山东省滨州市滨城区小营镇拥政路12号塑料容器输液车间D线(聚丙烯输液瓶),四川省成都市新都卫星城工业开发区南二路塑料容器输液车间W线的基础上增加广东梅州高新技术产业园区大容量注射剂车间H线（聚丙烯输液瓶）,四川省成都市新都卫星城工业开发区南二路塑料容器输液车间A线的基础上增加山东省滨州市滨城区小营镇拥政路12号塑料容器输液车间D线(直立式聚丙烯输液袋);成都市新都卫星城工业开发区南二路软袋输液车间U线和Z线变更为四川省成都市新都卫星城工业开发区南二路, 四川省眉山市仁寿县平安大道（仁寿工业园区）, 四川省广安市岳池县工业园区, 四川省成都市新都卫星城工业开发区南二路塑料容器输液车间W线, 山东省滨州市滨城区小营镇拥政路12号塑料容器输液车间D线(聚丙烯输液瓶), 广东梅州高新技术产业园区大容量注射剂车间H线（聚丙烯输液瓶）, 四川省成都市新都卫星城工业开发区南二路塑料容器输液车间A线, 山东省滨州市滨城区小营镇拥政路12号塑料容器输液车间D线(直立式聚丙烯输液袋), 四川省成都市新都卫星城工业开发区南二路软袋输液车间U线和Z线, 大连炮台经济开发区光彩街1号A车间A线（聚丙烯输液瓶）",四川省药品监督管理局,2024-06-07,已备案,详情
陕备2024020495,间苯三酚注射液,国药准字H20243125,西安安健药业有限公司,陕西省西安市周至县集贤产业园集财南路4号,西安安健药业有限公司,陕西省西安市周至县集贤产业园集财南路4号,"1、按照国家局第24号令要求对6支/盒的说明书、包装标签进行备案；
2、增加12支/盒、24支/盒的包装规格。",陕西省药品监督管理局,2024-06-07,已备案,详情
陕备2024020824,维C银翘片,国药准字Z20027855,西安阿房宫药业股份有限公司,陕西省西咸新区沣西新城沣润西路2772号,西安阿房宫药业股份有限公司,西安经济技术开发区明光路41号；陕西省西咸新区沣西新城沣润西路2772号,依据国家药监局《药品说明书适老化及无障碍改革试点工作方案》及《陕西省药品监督管理局关于开展药品说明书适老化及无障碍改革试点品种备案工作的通知》要求，按照《药品说明书（简化版）及药品说明书（大字版）编写指南》，将维C银翘片药品说明书设计为“纸质药品说明书（简化版）+电子药品说明书（完整版）”格式，并在其药品说明书及药品最小销售单元包装上增加电子药品说明书二维码。,陕西省药品监督管理局,2024-06-07,已备案,详情
陕备2024019343,龙枣胶囊,国药准字B20020191,陕西金象制药有限公司,陕西省咸阳市秦都区医药园区阳光大道6 号,陕西金象制药有限公司,咸阳市秦都区医药园区,药品再注册批件中【药品生产企业】项下的生产地址由“咸阳市秦都区医药园区”变更为“陕西省咸阳市秦都区医药园区阳光大道6号”,陕西省药品监督管理局,2024-06-07,已备案,详情
陕备2024019737,杞蓉片,国药准字Z20044036,西安千禾药业股份有限公司,西安市高新区丈八一路1号汇鑫IBC-B座11层,西安千禾药业股份有限公司,西安市高新西区科技一路,设计杞蓉片药品说明书的“纸质药品说明书（简化版）+电子药品说明书（完整版）”格式，并在其药品说明书及包装盒上增加电子药品说明书二维码。,陕西省药品监督管理局,2024-06-07,已备案,详情
冀备2024021723,氯化钾注射液,国药准字H20247013,石家庄四药有限公司,石家庄高新技术产业开发区槐安东路518号,石家庄四药有限公司,石家庄高新技术产业开发区槐安东路518号,申请备案本品有效期变更为“24个月”信息。我公司对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性，必要时提出补充申请。,河北省药品监督管理局,2024-06-07,已备案,详情
鲁备2024021453,氨磺必利口服溶液,国药准字H20243190,山东朗诺制药有限公司,山东省德州市齐河县晏北街道办事处齐众大道127号,山东朗诺制药有限公司,山东省德州市齐河县晏北街道办事处齐众大道127号,本品有效期由“18个月”变更为“24个月”，并对说明书有效期进行相应修订。,山东省药品监督管理局,2024-06-07,已备案,详情
桂备2024020387,双山颗粒,国药准字Z20026009,广西金秀圣堂药业有限责任公司,广西金秀县城解放路3-4号,广西金秀圣堂药业有限责任公司,广西,"1. 小盒（6袋/盒）的二个最大展示面加二行警示语：如流水号破损或涂改，本公司不保证质量，请速向购货单位退货。未经授权，本产品不能在网络销售，谨防假冒。
2. 小盒（7袋/盒）的二个最大展示面加二行警示语：如流水号破损或涂改，本公司不保证质量，请速向购货单位退货。未经授权，本产品不能在网络销售，谨防假冒。
3. 小盒（9袋/盒）的二个最大展示面加二行警示语：如流水号破损或涂改，本公司不保证质量，请速向购货单位退货。未经授权，本产品不能在网络销售，谨防假冒。",广西壮族自治区药品监督管理局,2024-06-07,已备案,详情
粤备2024021513,注射用亚胺培南西司他丁钠,国药准字H20084019,珠海联邦制药股份有限公司,珠海市金湾区三灶镇安基路2428号,珠海联邦制药股份有限公司,珠海市金湾区三灶镇安基路2428号,1、本品有效期由18个月变更为24个月。2、本品标签和说明书增加使用“通过一致性评价”标识。,广东省药品监督管理局,2024-06-07,已备案,详情
青备2024017097,三黄片,国药准字Z20064132,青海宝鉴堂国药有限公司,青海生物科技产业园纬二路2号,青海宝鉴堂国药有限公司,青海生物科技产业园纬二路2号,根据国家药监局关于修订小儿咽扁颗粒等5种药品说明书的公告（2021年 第112号）对三黄片说明书中的【不良反应】、【禁忌】和【注意事项】项进行统一修订。,青海省药品监督管理局,2024-06-07,已备案,详情
陕备2024021475,香菊片,国药准字Z10880024,陕西香菊药业集团有限公司,陕西省商洛市商州区商丹循环工业经济园区刘湾生态工业园,陕西香菊药业集团有限公司,陕西省商洛市商州区商丹循环工业经济园区刘湾生态工业园,依据国家药监局《药品说明书适老化及无障碍改革试点工作方案》及《陕西省药品监督管理局关于开展药品说明书适老化及无障碍改革试点品种备案工作的通知》要求，按照《药品说明书（简化版）及药品说明书（大字版）编写指南》，将“香菊片”药品说明书设计为“纸质药品说明书完整版+电子药品说明书（完整版）”格式，并在其药品说明书上增加电子药品说明书二维码。,陕西省药品监督管理局,2024-06-07,已备案,详情
陕备2024021490,盐酸艾司洛尔注射液,国药准字H20243036,陕西博森生物制药股份集团有限公司,陕西省西安市高新区新型工业园创新路7号,陕西博森生物制药股份集团有限公司,陕西省西安市高新区新型工业园创新路7号,申请增加盐酸艾司洛尔注射液制剂所使用的盐酸艾司洛尔原料药供应商“兰西哈三联制药有限公司”。,陕西省药品监督管理局,2024-06-07,已备案,详情
陕备2024020112,关节止痛膏,国药准字Z61020234,杨凌生物医药科技股份有限公司,杨凌农业高新技术产业示范区新桥南路12号,杨凌生物医药科技股份有限公司,杨凌农业高新技术产业示范区新桥南路12号,我公司产品关节止痛膏，根据国家局适老化及无障碍版本药品说明书要求，在原说明书上增加说明书二维码，申请修改药品说明书。,陕西省药品监督管理局,2024-06-07,已备案,详情
鲁备2024021453,氨磺必利口服溶液,国药准字H20243190,山东朗诺制药有限公司,山东省德州市齐河县晏北街道办事处齐众大道127号,山东朗诺制药有限公司,山东省德州市齐河县晏北街道办事处齐众大道127号,本品有效期由“18个月”变更为“24个月”，并对说明书有效期进行相应修订。,山东省药品监督管理局,2024-06-07,已备案,详情
桂备2024020387,双山颗粒,国药准字Z20026009,广西金秀圣堂药业有限责任公司,广西金秀县城解放路3-4号,广西金秀圣堂药业有限责任公司,广西,"1. 小盒（6袋/盒）的二个最大展示面加二行警示语：如流水号破损或涂改，本公司不保证质量，请速向购货单位退货。未经授权，本产品不能在网络销售，谨防假冒。
2. 小盒（7袋/盒）的二个最大展示面加二行警示语：如流水号破损或涂改，本公司不保证质量，请速向购货单位退货。未经授权，本产品不能在网络销售，谨防假冒。
3. 小盒（9袋/盒）的二个最大展示面加二行警示语：如流水号破损或涂改，本公司不保证质量，请速向购货单位退货。未经授权，本产品不能在网络销售，谨防假冒。",广西壮族自治区药品监督管理局,2024-06-07,已备案,详情
粤备2024021513,注射用亚胺培南西司他丁钠,国药准字H20084019,珠海联邦制药股份有限公司,珠海市金湾区三灶镇安基路2428号,珠海联邦制药股份有限公司,珠海市金湾区三灶镇安基路2428号,1、本品有效期由18个月变更为24个月。2、本品标签和说明书增加使用“通过一致性评价”标识。,广东省药品监督管理局,2024-06-07,已备案,详情
青备2024017097,三黄片,国药准字Z20064132,青海宝鉴堂国药有限公司,青海生物科技产业园纬二路2号,青海宝鉴堂国药有限公司,青海生物科技产业园纬二路2号,根据国家药监局关于修订小儿咽扁颗粒等5种药品说明书的公告（2021年 第112号）对三黄片说明书中的【不良反应】、【禁忌】和【注意事项】项进行统一修订。,青海省药品监督管理局,2024-06-07,已备案,详情
陕备2024021475,香菊片,国药准字Z10880024,陕西香菊药业集团有限公司,陕西省商洛市商州区商丹循环工业经济园区刘湾生态工业园,陕西香菊药业集团有限公司,陕西省商洛市商州区商丹循环工业经济园区刘湾生态工业园,依据国家药监局《药品说明书适老化及无障碍改革试点工作方案》及《陕西省药品监督管理局关于开展药品说明书适老化及无障碍改革试点品种备案工作的通知》要求，按照《药品说明书（简化版）及药品说明书（大字版）编写指南》，将“香菊片”药品说明书设计为“纸质药品说明书完整版+电子药品说明书（完整版）”格式，并在其药品说明书上增加电子药品说明书二维码。,陕西省药品监督管理局,2024-06-07,已备案,详情
陕备2024021490,盐酸艾司洛尔注射液,国药准字H20243036,陕西博森生物制药股份集团有限公司,陕西省西安市高新区新型工业园创新路7号,陕西博森生物制药股份集团有限公司,陕西省西安市高新区新型工业园创新路7号,申请增加盐酸艾司洛尔注射液制剂所使用的盐酸艾司洛尔原料药供应商“兰西哈三联制药有限公司”。,陕西省药品监督管理局,2024-06-07,已备案,详情
陕备2024020112,关节止痛膏,国药准字Z61020234,杨凌生物医药科技股份有限公司,杨凌农业高新技术产业示范区新桥南路12号,杨凌生物医药科技股份有限公司,杨凌农业高新技术产业示范区新桥南路12号,我公司产品关节止痛膏，根据国家局适老化及无障碍版本药品说明书要求，在原说明书上增加说明书二维码，申请修改药品说明书。,陕西省药品监督管理局,2024-06-07,已备案,详情
粤备2024003738,紫花杜鹃片,国药准字Z44021289,广东南国药业有限公司,广东省湛江市机场路16号,广东南国药业有限公司,广东省湛江市机场路16号,根据药品再注册批件（2020R003452）恢复生产上市。,广东省药品监督管理局,2024-06-07,已备案,详情
陕备2024014295,桂附地黄丸,国药准字Z61020671,陕西唐王天洋制药有限公司,陕西省汉中市宁强县汉源街道办事处羌州北路,陕西唐王天洋制药有限公司,陕西省汉中市宁强县汉源街道办事处羌州北路,根据国家药监局发布《药品说明书适老化及无障碍改革试点工作方案》要求，进行电子说明书的备案。,陕西省药品监督管理局,2024-06-07,已备案,详情
陕备2024019694,元胡止痛片,国药准字Z61021386,西安正大制药有限公司,陕西省西安市雁塔区西影路51号,西安正大制药有限公司,陕西省西安市雁塔区西影路51号,"一、根据国家局要求统一修订说明书【不良反应】【禁忌】【注意事项】三项，修订内容如下： 【不良反应】监测数据显示，元胡止痛制剂可见以下不良反应报告：恶心、呕吐、口干、腹痛、腹泻、腹胀、腹部不适、嗳气、皮疹、瘙痒、潮红、红斑、荨麻疹、多汗、头晕、头痛、嗜睡、失眠、胸部不适、乏力、发热、心悸、呼吸困难、过敏反应等，有肝功能异常、过敏性休克个例报告。【禁忌】1.孕妇忌服。2.严重肝肾功能不全者禁用。3.对本品及所含成份过敏者禁用。 【注意事项】1.饮食宜清淡，忌酒及辛辣、生冷、油腻食物。2.忌愤怒、忧郁，保持心情舒畅。3.本品不宜用于虚证痛经，其表现为经期或经后小腹隐痛喜按，月经质稀或色淡，伴有头晕目花，心悸气短等症者。4.按照用法用量服用，不建议长期服用。服药中如出现皮疹，胸闷，憋气等过敏症状，或者其他严重不良反应，应当立即停药并就医。5.重度痛经者或服药后痛经不减轻，应当去医院就诊。6.痛经并伴有其他妇科疾病者，应当去医院就诊。7.高血压、心脏病、肝病、糖尿病、肾病等患者应当在医师指导下服用。8.哺乳期妇女、年老体弱者应当在医师指导下服用。9.肝、肾功能不全者慎用；确需使用，应当在医生指导下使用并定期进行肝肾功能监测。10.使用本品时不宜再合并用其他非甾体类镇痛药，如确需使用，应当加强监测。11.对于有出血倾向或使用抗凝、抗血小板治疗的患者，在医生指导下使用，并注意监测。12.服药3天症状无缓解，应当去医院就诊。13.目前尚无儿童用药的临床证据。14.过敏体质者慎用。15.本品性状发生改变时禁止使用。16.请将本品放在儿童不能接触的地方。17.如正在使用其他药品，使用本品前请咨询医师或药师。
二、说明书中【执行标准】修订为“《中国药典》2020年版一部”。 
三、说明书增加了【上市许可持有人】西安正大制药有限公司。",陕西省药品监督管理局,2024-06-07,已备案,详情
辽备2024021826,尼莫地平注射液,国药准字H20243542,辽宁亿帆药业有限公司,本溪经济技术开发区香槐路67号,辽宁亿帆药业有限公司,本溪经济技术开发区香槐路67号,按照国家食品药品监督管理总局《总局关于仿制药质量和疗效一致性评价工作有关事项的公告》（2017年第100号）要求，在说明书和标签上使用“通过一致性评价”标识，同时在说明书中增加一次性使用泵用输液管使用说明，并按照批件完善说明书和标签的信息内容。,辽宁省药品监督管理局,2024-06-09,已备案,详情
苏备2024021504,奥美沙坦酯氨氯地平片,国药准字H20203643,南京正大天晴制药有限公司,南京经济技术开发区惠欧路9号,南京正大天晴制药有限公司,南京经济技术开发区惠欧路9号、南京经济技术开发区恒广路99号,奥美沙坦酯氨氯地平片(每片含奥美沙坦酯 20mg 和苯磺酸氨氯地平 5mg（以氨氯地计）)生产场地变更，在原生产场地“南京经济技术开发区惠欧路 9 号固体车间（二车间）片剂生产线”基础上，新增生产场地“南京经济技术开发区恒广路 99 号固体车间（D106 车间）片剂生产线”。 该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,江苏省药品监督管理局,2024-06-08,已备案,详情
苏备2024021413,玻璃酸钠滴眼液,国药准字H20233202,苏州欧康维视生物科技有限公司,吴中区郭巷街道尹中南路1858号,"珠海亿胜生物制药有限公司,苏州欧康维视生物科技有限公司","珠海市高新区科技六路88号,苏州市吴中区郭巷街道尹中南路1858号",玻璃酸钠滴眼液（规格：0.1%（0.4ml:0.4ml））的生产场地变更，在原有委托生产场地珠海市高新区科技六路88号吹灌封车间（2号楼 2楼22区）吹灌封生产线（22 区）的基础上新增生产场地：“苏州市吴中区郭巷街道尹中南路1858号S1车间S15生产线、G1车间G15包装线”。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,江苏省药品监督管理局,2024-06-08,已备案,详情
沪备2024021588,替米沙坦片,国药准字H20061200,上海现代制药股份有限公司,上海市浦东新区建陆路378号,上海现代制药股份有限公司,上海市浦东新区建陆路378号,根据《药品补充申请批准通知书》（通知书编号：2024B02409）和《总局关于仿制药质量和疗效一致性评价工作有关事项的公告》（2017年第100号），在本品说明书和标签上增加通过一致性评价标识。,上海市药品监督管理局,2024-06-07,已备案,详情
陕备2024015144,藿香正气合剂,国药准字Z19993167,杨凌科森生物制药有限责任公司,陕西省杨凌示范区东新路1号,杨凌科森生物制药有限责任公司,陕西省杨凌示范区东新路1号,藿香正气合剂生产企业由“丽彩甘肃西峰制药有限公司”变更为“杨凌科森生物制药有限责任公司”，生产地址由“甘肃省庆阳市西峰区北环路西段”变更为“陕西省杨凌示范区东新路1 号”;藿香正气合剂产品恢复生产。,陕西省药品监督管理局,2024-06-07,已备案,详情
粤备2024021656,复方血栓通片,国药准字Z20060167,广东鸿强药业有限公司,广东省东莞市石龙镇西湖环湖南路88号7号楼501、502、503、504室,广东众生药业股份有限公司,广东省东莞市石龙镇西湖工业区信息产业园,因药品生产许可证变更，更新药品注册批准文件载明的上市许可持有人地址。本品上市许可持有人地址由“广州市从化区广东从化经济开发区高技术产业园工业大道6号5幢(综合楼)”变更为“广东省东莞市石龙镇西湖环湖南路88号7号楼501、502、503、504室”，同时修订说明书和包装标签相应项。,广东省药品监督管理局,2024-06-07,已备案,详情
皖备2024021936,磷酸奥司他韦胶囊,国药准字H20233869,安徽贝克生物制药有限公司,安徽省合肥市高新技术开发区红枫路30号,安徽贝克生物制药有限公司,合肥市高新技术开发区红枫路30号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由江苏迪赛诺制药有限公司变更为安徽贝克生物制药有限公司;生产企业地址由江苏省溧阳经济开发区康安路3号变更为合肥市高新技术开发区红枫路30号,安徽省药品监督管理局,2024-06-07,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
陕备2024019343,龙枣胶囊,国药准字B20020191,陕西金象制药有限公司,陕西省咸阳市秦都区医药园区阳光大道6 号,陕西金象制药有限公司,咸阳市秦都区医药园区,药品再注册批件中【药品生产企业】项下的生产地址由“咸阳市秦都区医药园区”变更为“陕西省咸阳市秦都区医药园区阳光大道6号”,陕西省药品监督管理局,2024-06-07,已备案,详情
陕备2024019737,杞蓉片,国药准字Z20044036,西安千禾药业股份有限公司,西安市高新区丈八一路1号汇鑫IBC-B座11层,西安千禾药业股份有限公司,西安市高新西区科技一路,设计杞蓉片药品说明书的“纸质药品说明书（简化版）+电子药品说明书（完整版）”格式，并在其药品说明书及包装盒上增加电子药品说明书二维码。,陕西省药品监督管理局,2024-06-07,已备案,详情
冀备2024021723,氯化钾注射液,国药准字H20247013,石家庄四药有限公司,石家庄高新技术产业开发区槐安东路518号,石家庄四药有限公司,石家庄高新技术产业开发区槐安东路518号,申请备案本品有效期变更为“24个月”信息。我公司对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性，必要时提出补充申请。,河北省药品监督管理局,2024-06-07,已备案,详情
豫备2024021234,通关藤口服液(消癌平口服液),国药准字z20050646,河南省新四方制药有限公司,河南省周口市太昊西路8号,河南省新四方制药有限公司,河南省周口市太昊西路8号,"1、药品说明书及标签【药品名称】项由“通关藤口服液(消癌平口服液)”变更为“通关藤口服液”。
2、药品说明书及标签【规格】项由“每支装10ml”变更为“每支装10ml（每1ml相当于饮片1g）”。
3、药品说明书【执行标准】项由“国家药品监督管理局国家药品标准YBZ24022005-2011Z-2020”变更为“国家药品监督管理局国家药品标准YBZ24022005-2011Z-2024”",河南省药品监督管理局,2024-06-10,已备案,详情
豫备2024020865,伊曲康唑胶囊,国药准字H20090329,乐普药业股份有限公司,河南省项城市平安大道东段216号,乐普药业股份有限公司,河南省项城市产业集聚区东方大道路北136号,伊曲康唑胶囊生产场地由片剂硬胶囊剂一车间、硬胶囊剂一线变更为片剂硬胶囊剂一车间、硬胶囊剂一线和片剂硬胶囊剂二车间、硬胶囊剂二线。,河南省药品监督管理局,2024-06-10,已备案,详情
豫备2024021057,红霉素肠溶片,国药准字H41021947,河南大新药业有限公司,新乡县小冀镇工业路8号,河南大新药业有限公司,新乡县小冀镇工业路8号,河南大新药业有限公司现有两个生产地址，分别为新乡县小冀镇工业路8号和新乡市开发区向阳路416号，红霉素肠溶片原生产地址为新乡市开发区向阳路416号，为优化产品结构，集约化生产，公司决定将红霉素肠溶片调整到新乡县小冀镇工业路8号生产，即生产地址由新乡市开发区向阳路416号变更为新乡县小冀镇工业路8号，故本次申请事项为国内药品生产企业内部改变药品生产企业场地；同时对该药品的说明书、标签、包装做相应的修改。,河南省药品监督管理局,2024-06-10,已备案,详情
豫备2024021094,元胡止痛片,国药准字Z41021977,仲景宛西制药股份有限公司,河南省西峡县仲景大道168号,仲景宛西制药股份有限公司,河南省西峡县仲景大道168号,根据《国家药监局关于修订元胡止痛制剂说明书的公告》（2024年第40号）对药品说明书进行修订，修订项目为【不良反应】、【禁忌】、【注意事项】。,河南省药品监督管理局,2024-06-10,已备案,详情
豫备2024020899,牛黄上清片,国药准字Z41021031,三门峡广宇生物制药有限公司,渑池会盟路西段,河南庚贤堂制药有限公司,郑州市荥阳科学大道与三公路交汇处,"1.牛黄上清片在原有生产地址“渑池会盟路西段”基础上新增加药品生产地址:“郑州市荥阳科学大道与三公路交汇处”(受托生产企业为河南庚贤堂制药有限公司)，药品生产地址由“渑池会盟路西段”变更为“渑池会盟路西段；郑州市荥阳科学大道与三公路交汇处”。 
2.受托生产企业药品标签、说明书上变更为:【生产企业】企业名称:河南庚贤堂制药有限公司 生产地址:郑州市荥阳科学大道与三公路交汇处 邮政编码：450100 电话号码:0371-66123001",河南省药品监督管理局,2024-06-10,已备案,详情
豫备2024021460,注射用盐酸罂粟碱,国药准字H20080531,河南辅仁怀庆堂制药有限公司,河南省武陟县河朔大道5189号,河南辅仁怀庆堂制药有限公司,河南省武陟县河朔大道5189号,"1.根据国家药品监督管理局发布的“国家药监局关于修订盐酸罂粟碱制剂说明书的公告（2024年第24号）”对药品说明书进行相应修订，修订项目为【不良反应】、【禁忌】、【注意事项】。
2.根据修订的药品说明书，对药品标签进行相应修订，修订项目为【不良反应】、【禁忌】、【注意事项】。",河南省药品监督管理局,2024-06-10,已备案,详情
豫备2024020968,龟甲胶,国药准字Z41020165,龟鹿药业集团有限公司,新蔡县姜尚大道2号,龟鹿药业集团有限公司,河南省驻马店市新蔡县产业集聚区姜尚大道2号,变更包装材质和容器：由“药品包装用PTP铝箔、药用PVC硬片：42克/盒、78克/盒、95克/盒、96克/盒、108克/盒、125克/盒、216克/盒、220克/盒、250克/盒、260克/盒，280克/盒、300克/盒、310克/盒、375克/盒、500克/盒、1000克/盒；药品包装用药用低密度聚乙烯袋：20千克/箱；药品包装用药用复合膜：250克/袋，500克/袋，1000克/袋”。变更为：药品包装用PTP铝箔、药用PVC硬片：42克/盒、78克/盒、95克/盒、96克/盒、108克/盒、125克/盒、216克/盒、220克/盒、250克/盒、260克/盒，280克/盒、300克/盒、310克/盒、375克/盒、500克/盒、1000克/盒；药品包装用药用低密度聚乙烯袋：20千克/箱；药品包装用药用复合膜：250克/袋，500克/袋，1000克/袋；钠钙玻璃管制药瓶：6克/瓶，42克/盒、72克/盒。,河南省药品监督管理局,2024-06-10,已备案,详情
Y豫备2024021236,他达拉非,Y20190021551,无,无,天方药业有限公司,驻马店市驿城区光明路2号,在他达拉非原生产场地驻马店市驿城区光明路2号原料药2车间08线增加生产场地：驻马店市驿城区光明路2号原料药1车间06线，关联变更：增加粉碎、混合工序，同时增加粉碎机、双锥混合机。,河南省药品监督管理局,2024-06-10,已备案,详情
豫备2024021353,盐酸利多卡因注射液(溶剂用),国药准字H41024475,遂成药业股份有限公司,新郑市庆安路219号,遂成药业股份有限公司,河南省新郑市庆安路,根据生产需要，在原原料厂家的基础上增加“遂成药业股份有限公司”生产的盐酸利多卡因。,河南省药品监督管理局,2024-06-10,已备案,详情
豫备2024020973,鹿角胶,国药准字Z20053963,龟鹿药业集团有限公司,新蔡县姜尚大道2号,龟鹿药业集团有限公司,河南省驻马店市新蔡县产业集聚区姜尚大道2号,变更包装材质和容器：由‘’药品包装用PTP铝箔、药用PVC硬片：42克/盒、72克/盒、96克/盒、108克/盒、120克/盒、125克/盒、132克/盒、216克/盒、220克/盒、250克/盒、252克/盒、260克/盒、280克/盒、300克/盒、310克/盒、375克/盒、500克/盒、1000克/盒。每块重6克；药品包装用药用低密度聚乙烯袋：20千克/箱；药品包装用药用复合膜：250克/袋、500克/袋、1000克/袋。变更为：药品包装用PTP铝箔、药用PVC硬片：42克/盒、72克/盒、96克/盒、108克/盒、120克/盒、125克/盒、132克/盒、216克/盒、220克/盒、250克/盒、252克/盒、260克/盒、280克/盒、300克/盒、310克/盒、375克/盒、500克/盒、1000克/盒。每块重6克；药品包装用药用低密度聚乙烯袋：20千克/箱；药品包装用药用复合膜：250克/袋、500克/袋、1000克/袋。钠钙玻璃管制药瓶：6克/瓶，42克/盒、72克/盒。,河南省药品监督管理局,2024-06-10,已备案,详情
桂备2024019272,杞菊地黄胶囊,国药准字Z41020984,广西迪泰制药股份有限公司,广西-东盟经济技术开发区宁武路3号,广西迪泰制药股份有限公司,广西-东盟经济技术开发区宁武路3号,"变更生产场地：
1、药品生产企业名称：由“河南省广康药业有限公司”变更为“广西迪泰制药股份有限公司”。
2、药品生产地址：由“汤阴县产业集聚区中兴大道”变更为“广西-东盟经济技术开发区宁武路3号”。",广西壮族自治区药品监督管理局,2024-06-11,已备案,详情
陕备2024016483,健宝灵片,国药准字Z20063294,陕西金象制药有限公司,陕西省咸阳市秦都区医药园区阳光大道6号,陕西金象制药有限公司,陕西省咸阳市秦都区医药园区阳光大道6号,依据国家药监局《药品说明书适老化及无障碍改革试点工作方案》及《陕西省药品监督管理局关于开展药品说明书适老化及无障碍改革试点品种备案工作的通知》要求，在药品说明书及包装盒上增加电子药品说明书二维码。,陕西省药品监督管理局,2024-06-11,已备案,详情
陕备2024019179,补脑丸,国药准字Z20054202,陕西金象制药有限公司,陕西省咸阳市秦都区医药园区阳光大道6号,陕西金象制药有限公司,陕西省咸阳市秦都区医药园区阳光大道6号,依据国家药监局《药品说明书适老化及无障碍改革试点工作方案》及《陕西省药品监督管理局关于开展药品说明书适老化及无障碍改革试点品种备案工作的通知》要求，在药品说明书及包装盒上增加电子药品说明书二维码。,陕西省药品监督管理局,2024-06-11,已备案,详情
宁备2024020573,替硝唑氯化钠注射液,国药准字H20043637,上海华源药业（宁夏）沙赛制药有限公司,宁夏银川市高新技术开发区6号路,上海华源药业（宁夏）沙赛制药有限公司,宁夏银川市高新技术开发区6号路,"根据《国家药监局关于替硝唑注射剂说明书的公告》要求,修订本品药品说明书【不良反应】、【禁忌】、【注意事项】、【药物相互作用】、【药物过量】，并增加黑框警告内容。",宁夏回族自治区药品监督管理局,2024-06-11,已备案,详情
鲁备2024021703,复方甘草酸苷胶囊,国药准字H20110056,瑞阳制药股份有限公司,山东省沂源县城瑞阳路1号,瑞阳制药股份有限公司,山东省沂源县城瑞阳路1号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号）和《药品说明书适老化及无障碍改革试点名单（第一批）》，对本品药品说明书（简化版）进行备案，同时提供电子药品说明书（完整版）。,山东省药品监督管理局,2024-06-11,已备案,详情
Y晋备2024021215,泛酸钙,Y20200000665,无,无,云鹏医药集团有限公司,山西襄汾医药工业园区云鹏大道19号,变更有效期：将该品种有效期由24个月延长至48个月，同时，对变更有效期后的包装标签备案。,山西省药品监督管理局,2024-06-11,已备案,详情
