备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
赣备2024017734,滋补肝肾丸,国药准字Z36021741,江西药都樟树制药有限公司,江西省樟树市福城工业园区,江西药都樟树制药有限公司,生产地址一：江西省樟树市福城工业园区；生产地址二：江西省樟树市仁和路36号,生产场地变更。具体变更：在生产地址“江西省樟树市福城工业园”的基础上增加“江西省樟树市仁和路36号”的生产地址，药品说明书、标签相应内容同步变更备案。由于本品长期未生产及变更生产场地，暂不得生产上市。按相关技术指导原则要求进行研究、评估和必要的验证，依法经批准或备案后方可上市销售。,江西省药品监督管理局,2024-05-29,已备案,详情
陕备2024018816,金天格胶囊,国药准字Z20030080,金花企业（集团）股份有限公司西安金花制药厂,西安市高新区高新技术产业开发区科技四路202号,金花企业（集团）股份有限公司西安金花制药厂,西安市高新技术产业开发区科技四路202号,依据国家药监局《药品说明书适老化及无障碍改革试点工作方案》及《陕西省药品监督管理局关于开展药品说明书适老化及无障碍改革试点品种备案工作的通知》要求，将金天格胶囊的说明书上设计为“纸质药品说明书（完整版）+电子药品说明书（完整版）”格式，二维码下方文字“用微信扫描二维码可查看电子说明书”。,陕西省药品监督管理局,2024-05-29,已备案,详情
陕备2024018867,板蓝根颗粒,国药准字Z61021025,金花企业（集团）股份有限公司西安金花制药厂,西安市高新区高新技术产业开发区科技四路202号,陕西孙思邈高新制药有限公司,陕西省咸阳市秦都区平安路8号,依据国家药监局《药品说明书适老化及无障碍改革试点工作方案》及《陕西省药品监督管理局关于开展药品说明书适老化及无障碍改革试点品种备案工作的通知》要求，将其说明书设计为“纸质药品说明书（完整版）+电子药品说明书（完整版）”格式，二维码下方文字“用微信扫描二维码可查看电子说明书”。,陕西省药品监督管理局,2024-05-29,已备案,详情
陕备2024019629,丙泊酚乳状注射液,国药准字H20040300,西安力邦制药有限公司,西安市高新区科技一路22号,西安力邦制药有限公司,西安市高新区科技一路22号,根据《药品上市后变更管理办法（试行）》及《已上市化学药品药学变更研究技术指导原则（试行）》，增加山东力诺特种玻璃股份有限公司作为内包装材料中硼硅玻璃模制注射剂瓶（50ml）的新供应商。,陕西省药品监督管理局,2024-05-29,已备案,详情
赣备2024020312,抗宫炎分散片,国药准字Z20090530,江西桔王药业有限公司,江西省抚州市南丰县富溪工业园区,江西桔王药业有限公司,江西省南丰县富溪工业园区,"说明书和标签变更。具体变更如下：
1、说明书和标签由原“【规格】每片重0.6g”现变更为“【规格】每片重0.6g(含提取物375mg)”。
2、说明书由原“【执行标准】国家食品药品监督管理局标准YBZ07532009”现变更为“【执行标准】国家食品药品监督管理局标准YBZ07532009和国家药品监督管理局药品补充申请批准通知书（通知书编号：2024B02052）”。",江西省药品监督管理局,2024-05-29,已备案,详情
赣备2024019721,碳酸氢钠注射液,国药准字H36020283,回音必集团江西东亚制药有限公司,江西省抚州市东乡区经济开发区东山工业园回音必路6号,回音必集团江西东亚制药有限公司,江西省抚州市东乡区经济开发区东山工业园回音必路6号,碳酸氢钠注射液（聚丙烯输液瓶包装）在公司原有合格包装材料的供应商基础上增加聚丙烯树脂厂家中国石油天然气股份有限公司兰州石化分公司和塑料输液用容器聚丙烯组合盖（拉环式）厂家苏州创杨新材料科技股份有限公司。,江西省药品监督管理局,2024-05-29,已备案,详情
浙备2024019648,盐酸莫西沙星片,国药准字H20233577,宁波美诺华天康药业有限公司,浙江省宁波市北仑区大榭街道滨海西路85号,宁波美诺华天康药业有限公司,浙江省宁波市北仑区大榭街道滨海西路85号,1、药品上市许可持有人地址由“宁波大榭开发区滨海西路85号”变更为“浙江省宁波市北仑区大榭街道滨海西路85号”，实际药品上市许可持有人地址未变，并对说明书和标签进行相应修订；2、生产企业地址由“宁波市大榭开发区滨海西路85号”变更为“浙江省宁波市北仑区大榭街道滨海西路85号”，实际生产地址未变，并对工艺信息表、说明书和标签进行相应修订。,浙江省药品监督管理局,2024-05-29,已备案,详情
沪备2024021085,异维A酸软胶囊,国药准字H10930210,上海信谊万象药业股份有限公司,上海市青浦区赵重路217号,"上海信谊延安药业有限公司,上海信谊万象药业股份有限公司","上海市金山区亭林镇兴工路298号,上海市青浦区赵重路217号","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由上海信谊延安药业有限公司变更为上海信谊延安药业有限公司,上海信谊万象药业股份有限公司;生产企业地址由上海市金山区亭林镇兴工路298号变更为上海市金山区亭林镇兴工路298号,上海市青浦区赵重路217号",上海市药品监督管理局,2024-05-29,已备案,详情
沪备2024021270,人凝血酶原复合物,国药准字S10970050,诺一生物医药股份有限公司,上海市闵行区昆阳路1508号第2幢11层1108室,诺一生物医药股份有限公司,中国（上海）自由贸易试验区南洋泾路518号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。,上海市药品监督管理局,2024-05-29,已备案,详情
沪备2024021287,乙型肝炎人免疫球蛋白,国药准字S20033055,诺一生物医药股份有限公司,上海市闵行区昆阳路1508号第2幢11层1108室,诺一生物医药股份有限公司,中国（上海）自由贸易试验区南洋泾路518号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。,上海市药品监督管理局,2024-05-29,已备案,详情
沪备2024021281,人血白蛋白,国药准字S10930013,诺一生物医药股份有限公司,上海市闵行区昆阳路1508号第2幢11层1108室,诺一生物医药股份有限公司,中国（上海）自由贸易试验区南洋泾路518号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。,上海市药品监督管理局,2024-05-29,已备案,详情
沪备2024021283,人凝血酶原复合物,国药准字S10970049,诺一生物医药股份有限公司,上海市闵行区昆阳路1508号第2幢11层1108室,诺一生物医药股份有限公司,中国（上海）自由贸易试验区南洋泾路518号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。,上海市药品监督管理局,2024-05-29,已备案,详情
赣备2024019511,乳酸菌素颗粒,国药准字H20063480,江中药业股份有限公司,江西省南昌市高新区火炬大道788号,江中药业股份有限公司,江西省南昌市新建区江中药谷,公司产品乳酸菌素颗粒原料药乳酸菌素供应商为呼伦贝尔康益药业有限公司，现拟增加兴城泰格制药有限公司和山西嘉源生物医药有限公司2家原料药供应商。变更后原料药乳酸菌素供应商为呼伦贝尔康益药业有限公司、兴城泰格制药有限公司、山西嘉源生物医药有限公司。,江西省药品监督管理局,2024-05-29,已备案,详情
赣备2024019842,玉屏风口服液,国药准字Z36021107,江西和盈药业有限公司,江西省上饶市余干县黄金埠镇,江西和盈药业有限公司,江西省余干县黄金埠镇,"说明书及标签进行修订备案。根据“国家药监局关于修订玉屏风制剂说明书的公告（2024年第42号）”要求对玉屏风口服液说明书及标签进行修订备案。说明书修订内容如下：
一、【不良反应】项
监测数据显示，本品可见以下不良反应报告：恶心、腹泻、呕吐、腹痛、口干、胃部不适、腹胀、便秘、反酸、腹部不适、食欲不振、口苦、皮疹、瘙痒、潮红、头晕、头痛、失眠、心悸、胸闷、过敏反应等。
二、【注意事项】项
1.忌油腻、不易消化食物。
2.本品宜饭前服用。
3.感冒发热病人不宜服用。
4.按照用法用量服用，高血压、心脏病、肝病、糖尿病、肾病等患者应当在医师指导下服用。本品含蔗糖，糖尿病患者慎用。
5.孕妇、哺乳期妇女应当在医师指导下服用。
6.服药二周症状无缓解应去医院就诊，服药期间症状加重者应当立即停药并去医院就诊。
7.过敏体质者慎用。
8.本品性状发生改变时禁止使用。
9.请将本品放在儿童不能接触的地方。
10.如正在使用其他药品，使用本品前请咨询医师或药师。
根据药品说明书内容变更标签相应内容。",江西省药品监督管理局,2024-05-29,已备案,详情
陕备2024018132,出血热预防片,国药准字Z61020768,西安阿房宫药业股份有限公司,陕西省西咸新区沣西新城沣润西路2772号,西安阿房宫药业股份有限公司,陕西省西咸新区沣西新城沣润西路2772号,将该药品注册地址（上市许可持有人地址）由西安经济技术开发区明光路41号变更为陕西省西咸新区沣西新城沣润西路2772号。,陕西省药品监督管理局,2024-05-29,已备案,详情
吉备2024020219,盐酸文拉法辛缓释胶囊,国药准字H20243693,吉林天衡药业有限公司,吉林省梅河口市兴隆大街66号A栋101室,吉林天衡英睿制药有限公司,吉林省梅河口市兴隆大街66号,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及相关规定变更聚氯乙烯固体药用硬片、药用铝箔，1×10粒/板/盒、2×10粒/板/盒、1×7粒/板/盒、2×7粒/板/盒、3×7粒/板/盒、4×7粒/板/盒、1×14粒/板/盒、2×14粒/板/盒药品标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责标签内容的真实性与合法性。,吉林省药品监督管理局,2024-05-29,已备案,详情
赣备2024019663,牛黄解毒片,国药准字Z36021360,江中药业股份有限公司,江西省南昌市高新区火炬大道788号,江中药业股份有限公司,江西省南昌市新建区江中药谷,"修订说明书及标签。具体修订如下：一、药品生产地址名称由“江西省南昌市湾里区江中药谷”变更为“江西省南昌市新建区江中药谷”，同时修订药品说明书标签相关内容。
二、根据国家药监局关于修订伤科接骨片、稳心制剂和牛黄解毒制剂说明书的公告（2019年第15号）要求修订药品说明书及包装标签。说明书的修订：（一）、警示语：（增加）本品含雄黄，不可超剂量或长期服用。（二）、【不良反应】修订为“上市后不良反应监测数据及文献报道显示本品可见以下不良反应：消化系统：腹泻、腹痛、恶心、呕吐、口干、胃不适等；有肝生化指标异常、消化道出血的个案报告。皮肤及其附件：皮疹、瘙痒、面部水肿等，有重症药疹的个案报告（如Stevens-Johnson综合征、大疱性表皮坏死松解型药疹）。过量或长期使用可能出现皮肤粗糙、增厚、色素沉着等砷中毒表现。精神神经系统：头晕、头痛、嗜睡、失眠等。免疫系统：过敏样反应、过敏性休克等。心血管系统：心悸等。呼吸系统：呼吸困难、胸闷等。泌尿系统：有血尿、急性肾损伤等个案报告。此外，有长期使用导致砷中毒的个案报告。”（三）、【禁忌】修订为“1.孕妇、哺乳期妇女禁用。2.婴幼儿禁用。3.对本品及所含成份过敏者禁用。”（四）、【注意事项】修订为“1.平素脾胃虚弱、大便溏薄者慎用。2.本品含雄黄，不可超剂量或长期服用。有连续用药半年以上出现砷中毒的报告。3.本品不宜与含雄黄的其他药品同时服用。4.严重肝损害患者慎用；急、慢性肾脏病患者慎用。5.儿童用药尚无安全性研究资料。婴幼儿禁用。6.用药后如出现不良反应，应及时停药，去医院就诊。” 包装标签的修订：【不良反应】修订为“详见说明书。”；【禁忌】修订为“1.孕妇、哺乳期妇女禁用。2.婴幼儿禁用。3.对本品及所含成份过敏者禁用。”；【注意事项】修订为“1.平素脾胃虚弱、大便溏薄者慎用。其他详见说明书。”",江西省药品监督管理局,2024-05-29,已备案,详情
晋备2024019621,二羟丙茶碱注射液,国药准字H20247067,石药银湖制药有限公司,山西省运城市盐湖高新技术产业开发区南风大道11号,石药银湖制药有限公司,山西省运城市盐湖高新技术产业开发区南风大道11号,申请说明书、纸盒、瓶签备案：二羟丙茶碱注射液于2024年04月25日通过新增2ml：0.3g规格的补充申请，并通过仿制药质量和疗效一致性评价，并根据二羟丙茶碱注射液补充申请批准通知书（2024B01664）附件“二羟丙茶碱注射液说明书”对说明书、纸盒、瓶签内容进行设计及备案，同时纸盒、说明书增加“仿制药一致性评价”标识，增加“每盒5支”包装。,山西省药品监督管理局,2024-05-29,已备案,详情
苏备2024019793,维生素B6片,国药准字H32023483,江苏亚邦爱普森药业有限公司,盐城市响水县城经济开发区,江苏亚邦爱普森药业有限公司,盐城市响水县城经济开发区,根据《已上市化学药品药学变更研究技术指导原则(试行)》，本品原料药维生素B6的供应商在“江西天新药业股份有限公司”的基础上增加“大丰海嘉诺药业有限公司”。,江苏省药品监督管理局,2024-05-29,已备案,详情
陕备2024018969,乳安片,国药准字 Z20027167,陕西香菊药业集团有限公司,陕西省商洛市商州区商丹循环工业经济园区刘湾生态工业园,陕西香菊药业集团有限公司,陕西省商洛市商州区商丹循环工业经济园区刘湾生态工业园,依据国家药监局《药品说明书适老化及无障碍改革试点工作方案》及《陕西省药品监督管理局关于开展药品说明书适老化及无障碍改革试点品种备案工作的通知》要求，按照《药品说明书（简化版）及药品说明书（大字版）编写指南》，将”乳安片“药品说明书设计为“纸质药品说明书完整版+电子药品说明书（完整版）”格式，并在其药品说明书上增加电子药品说明书二维码。,陕西省药品监督管理局,2024-05-29,已备案,详情
吉备2024020218,盐酸文拉法辛缓释胶囊,国药准字H20243694,吉林天衡药业有限公司,吉林省梅河口市兴隆大街66号A栋101室,吉林天衡英睿制药有限公司,吉林省梅河口市兴隆大街66号,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及相关规定变更聚氯乙烯固体药用硬片、药用铝箔，1×10粒/板/盒、2×10粒/板/盒、1×7粒/板/盒、2×7粒/板/盒、3×7粒/板/盒、4×7粒/板/盒、1×14粒/板/盒、2×14粒/板/盒药品标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责标签内容的真实性与合法性。,吉林省药品监督管理局,2024-05-29,已备案,详情
沪备2024021279,人血白蛋白,国药准字S20033048,诺一生物医药股份有限公司,上海市闵行区昆阳路1508号第2幢11层1108室,诺一生物医药股份有限公司,中国（上海）自由贸易试验区南洋泾路518号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。,上海市药品监督管理局,2024-05-29,已备案,详情
沪备2024018891,瑞基奥仑赛注射液,国药准字S20210035,上海药明巨诺生物科技有限公司,中国（上海）自由贸易试验区中科路699号1幢B栋5层01室,苏州药明巨诺生物科技有限公司,中国(江苏）自由贸易试验区苏州片区苏州工业园区桑田街218号生物医药产业园二期15 号楼、21 号楼（ 1 层、3-4 层）,本品支原体检查（qPCR法）中，增加阳性提取对照。,上海市药品监督管理局,2024-05-29,已备案,详情
沪备2024020083,复方猴头颗粒,国药准字Z31020429,上海信仁中药制药有限公司,上海市崇明县城桥镇东河沿30号,上海信仁中药制药有限公司,上海市崇明县城桥镇东河沿30号,"新增""亚宝药业集团股份有限公司""为本品原料药三硅酸镁的供应商。",上海市药品监督管理局,2024-05-29,已备案,详情
沪备2024021288,人纤维蛋白粘合剂,国药准字S20063022,诺一生物医药股份有限公司,上海市闵行区昆阳路1508号第2幢11层1108室,诺一生物医药股份有限公司,中国（上海）自由贸易试验区南洋泾路518号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。,上海市药品监督管理局,2024-05-29,已备案,详情
沪备2024021280,冻干静注人免疫球蛋白(pH4),国药准字S19990001,诺一生物医药股份有限公司,上海市闵行区昆阳路1508号第2幢11层1108室,诺一生物医药股份有限公司,中国（上海）自由贸易试验区南洋泾路518号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。,上海市药品监督管理局,2024-05-29,已备案,详情
沪备2024021270,人凝血酶原复合物,国药准字S10970050,诺一生物医药股份有限公司,上海市闵行区昆阳路1508号第2幢11层1108室,诺一生物医药股份有限公司,中国（上海）自由贸易试验区南洋泾路518号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。,上海市药品监督管理局,2024-05-29,已备案,详情
沪备2024021287,乙型肝炎人免疫球蛋白,国药准字S20033055,诺一生物医药股份有限公司,上海市闵行区昆阳路1508号第2幢11层1108室,诺一生物医药股份有限公司,中国（上海）自由贸易试验区南洋泾路518号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。,上海市药品监督管理局,2024-05-29,已备案,详情
沪备2024021281,人血白蛋白,国药准字S10930013,诺一生物医药股份有限公司,上海市闵行区昆阳路1508号第2幢11层1108室,诺一生物医药股份有限公司,中国（上海）自由贸易试验区南洋泾路518号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。,上海市药品监督管理局,2024-05-29,已备案,详情
沪备2024021289,人纤维蛋白粘合剂,国药准字S20030099,诺一生物医药股份有限公司,上海市闵行区昆阳路1508号第2幢11层1108室,诺一生物医药股份有限公司,中国（上海）自由贸易试验区南洋泾路518号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。,上海市药品监督管理局,2024-05-29,已备案,详情
沪备2024021085,异维A酸软胶囊,国药准字H10930210,上海信谊万象药业股份有限公司,上海市青浦区赵重路217号,"上海信谊延安药业有限公司,上海信谊万象药业股份有限公司","上海市金山区亭林镇兴工路298号,上海市青浦区赵重路217号","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由上海信谊延安药业有限公司变更为上海信谊延安药业有限公司,上海信谊万象药业股份有限公司;生产企业地址由上海市金山区亭林镇兴工路298号变更为上海市金山区亭林镇兴工路298号,上海市青浦区赵重路217号",上海市药品监督管理局,2024-05-29,已备案,详情
赣备2024019075,玉屏风口服液,国药准字Z36020405,江西钟山药业有限责任公司,江西湖口高新技术产业园,江西钟山药业有限责任公司,江西湖口高新技术产业园,"说明书变更备案。根据《国家药监局关于修订玉屏风制剂说明书的公告（2024年第42号）》的规定，按要求补充完善玉屏风口服液说明书，具体变更如下：一、【不良反应】监测数据显示，本品可见以下不良反应报告：恶心、腹泻、呕吐、腹痛、口干、胃部不适、腹胀、便秘、反酸、腹部不适、食欲不振、口苦、皮疹、瘙痒、潮红、头晕、头痛、失眠、心悸、胸闷、过敏反应等。
二、【禁忌】对本品及所含成份过敏者禁用。
三、【注意事项】
1.忌油腻、不易消化食物。
2.本品宜饭前服用。
3.感冒发热病人不宜服用。
4.按照用法用量服用，高血压、心脏病、肝病、糖尿病、肾病等患者应当在医师指导下服用。
5.孕妇、哺乳期妇女应当在医师指导下服用。
6.服药二周症状无缓解应去医院就诊，服药期间症状加重者应当立即停药并去医院就诊。
7.过敏体质者慎用。
8.本品含蔗糖，糖尿病患者慎用。
9.本品性状发生改变时禁止使用。
10.请将本品放在儿童不能接触的地方。
11.如正在使用其他药品，使用本品前请咨询医师或药师。",江西省药品监督管理局,2024-05-29,已备案,详情
豫备2024020058,盐酸乙胺丁醇片,国药准字H41022946,河南生命鸟药业有限公司,太康县建设路南段,河南生命鸟药业有限公司,太康县建设路南段,申请将本品种的药品上市许可持有人/生产企业企业名称由“河南雪樱花制药有限公司”变更为“河南生命鸟药业有限公司”。,河南省药品监督管理局,2024-05-29,已备案,详情
陕备2024018791,清热解毒片,国药准字Z61021021,陕西紫光辰济药业有限公司,陕西省宝鸡市金台区中山西路78号,陕西紫光辰济药业有限公司,陕西省宝鸡市宝平路14公里处,"根据《处方药与非处方药分类管理办法（试行）》（原国家药品监督管理局令第10号）规定，修订说明书中项目，其内容为：
4、【不良反应】监测数据显示，本品可见以下不良反应报告：恶心、呕吐、腹泻、腹痛、腹部不适、皮疹、瘙痒、头晕、头痛等。 
5、【禁忌】1.孕妇禁用。2.对本品及所含成份过敏者禁用。
6、【注意事项】1.忌烟、酒及辛辣、生冷、油腻食物。2.不宜在服药期间同时服滋补性中药。3.风寒感冒者不适用，其表现为恶寒重，发热轻，无汗，头痛，鼻塞，流清涕，喉痒咳嗽。4.高血压、心脏病、肝病、肾病、糖尿病等患者应在医生指导下服用。5.脾胃虚寒，症见腹痛、喜暖、泄泻者慎用。6.服药3天后或服药期间症状无改善，或症状加重，或出现新的严重症状如胸闷、心悸等应立即停药，并去医院就诊。7.按照用法用量服用，本品不宜与其他清热解毒制剂同时服用。8.儿童、年老体弱者应在医师指导下服用。9.发热体温超过8.5℃的患者，应去医院就诊。10.过敏体质者慎用。11.本品性状发生改变时禁止使用。12.儿童必须在成人监护下使用。13.请将本品放在儿童不能接触的地方。14.如正在使用其他药品，使用本品前请咨询医师或药师。",陕西省药品监督管理局,2024-05-29,已备案,详情
陕备2024018129,五加双参片,国药准字B20020342,西安阿房宫药业股份有限公司,陕西省西咸新区沣西新城沣润西路2772号,西安阿房宫药业股份有限公司,陕西省西咸新区沣西新城沣润西路2772号,将该药品注册地址（上市许可持有人地址）由西安经济技术开发区明光路41号变更为陕西省西咸新区沣西新城沣润西路2772号。,陕西省药品监督管理局,2024-05-29,已备案,详情
粤备2024003215,林可霉素利多卡因凝胶,国药准字H44024940,广东恒健制药有限公司,广东省江门市龙溪路117号,广东恒健制药有限公司,广东省江门市龙溪路117号,本品依据药品再注册批件（批件号：2019R002853）要求，恢复生产上市。,广东省药品监督管理局,2024-05-29,已备案,详情
Y晋备2024019579,硫酸氨基葡萄糖,国药准字H20090305,无,无,山西同达药业有限公司,山西省大同市经济技术开发区第一医药园区,变更原料药有效期及包装标签，申请将硫酸氨基葡萄糖有效期12个月变更为24个月，同时对包装标签备案。,山西省药品监督管理局,2024-05-29,已备案,详情
Y辽备2024017497,马来酸氯苯那敏,Y20190008643,无,无,沈阳新地药业有限公司,沈阳市铁西区重工街苗圃里2号,马来酸氯苯那敏原料药有效期为24个月，变更有效期为36个月。,辽宁省药品监督管理局,2024-05-29,已备案,详情
赣备2024017282,万氏牛黄清心丸,国药准字Z36021842,江西药都樟树制药有限公司,江西省樟树市福城工业园区,江西药都樟树制药有限公司,江西省樟树市福城工业园区；江西省樟树市仁和路36号,生产场地变更。具体变更：在生产地址“江西省樟树市福城工业园”的基础上增加“江西省樟树市仁和路36号”的生产地址，药品说明书、标签相应内容同步变更备案。由于本品长期未生产及变更生产场地，暂不得生产上市。按相关技术指导原则要求进行研究、评估和必要的验证，依法经批准或备案后方可上市销售。,江西省药品监督管理局,2024-05-29,已备案,详情
赣备2024019661,玉屏风口服液,国药准字Z20063873,江中药业股份有限公司,江西省南昌市高新区火炬大道788号,江中药业股份有限公司,江西省南昌市新建区江中药谷,根据国家药监局关于修订玉屏风制剂说明书的公告（2024年第42号）要求修订药品说明书：一、【不良反应】项由“尚不明确。”修订为“监测数据显示，本品可见以下不良反应报告：恶心、腹泻、呕吐、腹痛、口干、胃部不适、腹胀、便秘、反酸、腹部不适、食欲不振、口苦、皮疹、瘙痒、潮红、头晕、头痛、失眠、心悸、胸闷、过敏反应等。”二、【禁忌】项由“尚不明确。”修订为“对本品及所含成份过敏者禁用。”三、【注意事项】项由“1.忌不易消化食物。2.感冒发热病人不宜服用。3.有高血压、心脏病、肝病、糖尿病、肾病等慢性病严重者应在医师指导下服用。4.儿童、孕妇、哺乳期妇女应在医师指导下服用。5.服药4周症状无缓解，应去医院就诊。6.对本品过敏者禁用，过敏体质者慎用。7.本品性状发生改变时禁止使用。8.儿童必须在成人监护下使用。9.请将本品放在儿童不能接触的地方。10.如正在使用其他药品，使用本品前请咨询医师或药师。”修订为“1.忌油腻、不易消化食物。2.本品宜饭前服用。3.感冒发热病人不宜服用。4.按照用法用量服用，高血压、心脏病、肝病、糖尿病、肾病等患者应当在医师指导下服用。5.孕妇、哺乳期妇女应当在医师指导下服用。6.服药二周症状无缓解应去医院就诊，服药期间症状加重者应当立即停药并去医院就诊。7.过敏体质者慎用。8.本品性状发生改变时禁止使用。9.请将本品放在儿童不能接触的地方。10.如正在使用其他药品，使用本品前请咨询医师或药师。11.本品含蔗糖，糖尿病患者慎用。”根据药品说明书内容变更标签相应内容：一、【不良反应】项由“尚不明确。”修订为“监测数据显示，本品可见以下不良反应报告：恶心、腹泻等。其他详见说明书。”二、【禁忌】项由“尚不明确。”修订为“对本品及所含成份过敏者禁用。”三、【注意事项】项由“1.忌不易消化食物。其他详见说明书。”修订为“1.忌油腻、不易消化食物。其他详见说明书。”,江西省药品监督管理局,2024-05-29,已备案,详情
豫备2024019976,复方茶碱甲麻黄碱片,国药准字H41025112,河南生命鸟药业有限公司,太康县建设路南段,河南生命鸟药业有限公司,太康县建设路南段,申请将本品种的药品上市许可持有人/生产企业企业名称由“河南雪樱花制药有限公司”变更为“河南生命鸟药业有限公司”。,河南省药品监督管理局,2024-05-29,已备案,详情
京备2024023210,注射用环磷腺苷,国药准字H20063544,悦康药业集团股份有限公司,北京市北京经济技术开发区宏达中路6号,悦康药业集团股份有限公司,北京市北京经济技术开发区科创七街11号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由北京市北京经济技术开发区宏达中路6号变更为北京市北京经济技术开发区科创七街11号,北京市药品监督管理局,2024-05-29,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
吉备2024020094,抗感解毒颗粒,国药准字Z22025528,吉林省德商药业股份有限公司,吉林省辉南县经济开发区北一街,吉林省德商药业股份有限公司,吉林省辉南县经济开发区北一街,"申请对抗感解毒颗粒（批准文号：国药准字Z22025528）制剂处方中的制法由“以上十一味，金银花、菊花、白芷、连翘加水浸泡1小时，提取挥发油,药渣及提取液备用；茵陈加60%乙醇900ml，浸泡1小时，加热回流1小时，滤过，滤液备用；葛根、黄芩、板蓝根、大青叶、栀子、贯众加药渣及提取液，再加水浸泡1小时后，加水煎煮三次，第一次1小时，第二、三次各45分钟合并煎液，滤过，滤液浓缩至约300ml，加乙醇300ml，搅匀，静置12小时，滤过，取滤液与茵陈提取液合并，回收乙醇并浓缩至约200ml，真空干燥，加入糖粉混匀，制成颗粒，干燥，喷入挥发油，制成1000g,混匀即得”。变更为：“以上十一味，金银花、菊花、白芷、连翘加水浸泡1小时，提取挥发油,药渣及提取液备用；茵陈加60%乙醇900ml，浸泡1小时，加热回流1小时，滤过，滤液备用；葛根、黄芩、板蓝根、大青叶、栀子、贯众加药渣及提取液，再加水浸泡1小时后，加水煎煮三次，第一次1小时，第二、三次各45分钟合并煎液，滤过，滤液浓缩至约300ml，加乙醇300ml，搅匀，静置12小时，滤过，取滤液与茵陈提取液合并，回收乙醇并浓缩至约200ml，加入糖粉混匀，制成颗粒，干燥，喷入挥发油，制成1000g,混匀即得。”进行备案，企业对申报资料真实性及合法性负责。",吉林省药品监督管理局,2024-05-29,已备案,详情
冀备2024020215,葡萄糖酸钙氯化钠注射液,国药准字H20243563,河北天成药业股份有限公司,沧州经济技术开发区金光大街18号,河北天成药业股份有限公司,沧州经济技术开发区金光大街18号,"申请备案本品使用“通过一致性评价”标识。申请人对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性,必要时提出补充申请。",河北省药品监督管理局,2024-05-29,已备案,详情
陕备2024018429,黄连上清丸,国药准字Z61021052,西安正大制药有限公司,陕西省西安市雁塔区西影路51号,西安正大制药有限公司,陕西省西安市雁塔区西影路51号,依据国家药监局《药品说明书适老化及无障碍改革试点工作方案》及《陕西省药品监督管理局关于开展药品说明书适老化及无障碍改革试点品种备案工作的通知》要求，按照《药品说明书（简化版）及药品说明书（大字版）编写指南》，将黄连上清丸药品说明书设计为“纸质药品说明书（简化版、完整版）+电子药品说明书（完整版）”格式，并在其药品说明书及包装盒上增加电子药品说明书二维码。,陕西省药品监督管理局,2024-05-29,已备案,详情
赣备2024017735,安神补心丸,国药准字Z36021712,江西药都樟树制药有限公司,江西省樟树市福城工业园区,江西药都樟树制药有限公司,生产地址一：江西省樟树市福城工业园区；生产地址二：江西省樟树市仁和路36号,生产场地变更。具体变更：在生产地址“江西省樟树市福城工业园”的基础上增加“江西省樟树市仁和路36号”的生产地址，药品说明书、标签相应内容同步变更备案。由于本品长期未生产及变更生产场地，暂不得生产上市。按相关技术指导原则要求进行研究、评估和必要的验证，依法经批准或备案后方可上市销售。,江西省药品监督管理局,2024-05-29,已备案,详情
